,name,img,ingredients,serving,instructions
0,banana loaf,banana_loaf.jpg,"-1/2 cup butter
-3/4 cup sugar
-3 mashed bananas
-2 eggs
-1/2 cup milk
-2 cups flour
-1 tsp salt
-1 tsp baking soda",6,"1. Combine dry ingredients and set aside.
2. Cream butter and sugar.
3. Add eggs, mashed bananas, and milk.
4. Add dry ingredients, stir to combine.
5. Bake in loaf pan at 350 degrees F for 45-50 minutes.
6. Enjoy!"
